City,Converted,Country,Created Date,Dead Reason,Email Opt Out,Industry,Key Account,Last Status Change,Lead ID,Lead Source,Lead Status at Conversion,LeadRecordType,LS Team Notified,Next_Step__c (Leads),Pardot Conversion Date,Pardot Created Date,Pardot First Activity,Pardot Last Activity,Primary Research Application,Product Category,Record Type ID,SS Team Notified,State/Province,Status,Campaign Membership Count,Pardot Score
Aurora,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Communications,FALSE,19-08-2020,00Q5A00001OVQuZUAX,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,1,0
Aurora,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Biotechnology,FALSE,19-08-2020,00Q5A00001OVQueUAH,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,0
Unknown City,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Agriculture,FALSE,19-08-2020,00Q5A00001OVQwCUAX,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,19-08-2020,19-08-2020,19-08-2020,19-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,0
Unknown City,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Communications,FALSE,19-08-2020,00Q5A00001OVQwzUAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,19-08-2020,19-08-2020,19-08-2020,19-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,0
Unknown City,FALSE,United States,19-08-2020,Non responsive,FALSE,Agriculture,FALSE,11-04-2021,00Q5A00001OVR0rUAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,19-08-2020,19-08-2020,19-08-2020,02-10-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,MQL,1,40
Unknown City,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Environmental,FALSE,19-08-2020,00Q5A00001OVR1fUAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,19-08-2020,19-08-2020,19-08-2020,19-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,0
New York,FALSE,Usa,19-08-2020,N/A - Active Lead,FALSE,Agriculture,FALSE,30-03-2021,00Q5A00001OVR2OUAX,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,30-03-2020,19-08-2020,12-04-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,New York,Nurturing,2,14
Littleton,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Construction,FALSE,19-08-2020,00Q5A00001OVR3lUAH,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,26-05-2021,26-05-2021,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,0
Littleton,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Agriculture,FALSE,19-08-2020,00Q5A00001OVR3vUAH,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,2
Littleton,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Other / Unknown,FALSE,19-08-2020,00Q5A00001OVR4FUAX,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,8,3
Golden,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Apparel,FALSE,19-08-2020,00Q5A00001OVR5IUAX,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,0
Golden,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Biotechnology,FALSE,19-08-2020,00Q5A00001OVR5XUAX,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,0
Brighton,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Communications,FALSE,19-08-2020,00Q5A00001OVRBXUA5,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,3
Brighton,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Telecommunications,FALSE,19-08-2020,00Q5A00001OVRBcUAP,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,3
West Point,TRUE,United States,19-08-2020,N/A - Converted,FALSE,Other / Unknown,FALSE,24-08-2020,00Q5A00001OVRBwUAP,Prospecting Journey,SQL,0125A000001ESVd,FALSE,No Active Next Step,,14-04-2020,19-08-2020,21-08-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Pennsylvania,Converted,1,46
Boulder,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Agriculture,FALSE,19-08-2020,00Q5A00001OVRCBUA5,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,11,0
Denver,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Consulting,FALSE,19-08-2020,00Q5A00001OVRHUUA5,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,11-03-2021,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,0
Unknown City,FALSE,United States,19-08-2020,Other,FALSE,Apparel,FALSE,10-03-2021,00Q5A00001OVRImUAP,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,19-08-2020,19-08-2020,19-08-2020,19-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Disqualified,1,18
Unknown City,FALSE,United States,19-08-2020,Incompatible research focus,FALSE,Biotechnology,FALSE,09-03-2021,00Q5A00001OVRMcUAP,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,19-08-2020,19-08-2020,19-08-2020,19-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Disqualified,1,42
Aurora,TRUE,United States,19-08-2020,N/A - Converted,FALSE,Banking,FALSE,01-09-2020,00Q5A00001OVRTYUA5,Inside Sales,Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Converted,1,0
Aurora,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Communications,FALSE,19-08-2020,00Q5A00001OVRTnUAP,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,0
Aurora,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Chemicals,FALSE,19-08-2020,00Q5A00001OVRUCUA5,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,10,0
Aurora,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Banking,FALSE,19-08-2020,00Q5A00001OVRUMUA5,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,3
Denver,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Consulting,FALSE,19-08-2020,00Q5A00001OVRV0UAP,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,11-03-2021,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,9,0
Denver,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Chemicals,FALSE,19-08-2020,00Q5A00001OVRW8UAP,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,8,0
Denver,FALSE,United States,19-08-2020,N/A - Active Lead,FALSE,Apparel,FALSE,19-08-2020,00Q5A00001OVRWSUA5,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,19-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Colarado,Nurturing,8,2
Unknown City,FALSE,Taiwan,20-08-2020,N/A - Active Lead,FALSE,Communications,FALSE,21-08-2020,00Q5A00001OVRm6UAH,Website,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,20-08-2020,20-08-2020,13-08-2020,27-05-2021,CWAs,Uncategorized,0125A000001NaBGQA0,FALSE,Unknown,Nurturing,1,24
Unknown City,FALSE,Germany,20-08-2020,N/A - Active Lead,FALSE,Other / Unknown,FALSE,20-08-2020,00Q5A00001OVRsdUAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,20-08-2020,20-08-2020,20-08-2020,20-08-2020,Other,Uncategorized,0125A000001NaBGQA0,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,United States,20-08-2020,N/A - Active Lead,FALSE,Banking,FALSE,20-08-2020,00Q5A00001OVRwfUAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,20-08-2020,20-08-2020,20-08-2020,20-08-2020,Explosives,Uncategorized,0125A000001NaBGQA0,FALSE,New York,MQL,1,43
Basel,TRUE,Switzerland,20-08-2020,N/A - Converted,FALSE,Chemicals,FALSE,20-08-2020,00Q5A00001OVRzoUAH,Prospecting Journey,SQL,0125A000001ESVd,FALSE,No Active Next Step,,,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Converted,1,0
Unknown City,FALSE,United States,20-08-2020,N/A - Active Lead,FALSE,Banking,FALSE,20-08-2020,00Q5A00001OVS6lUAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,20-08-2020,20-08-2020,20-08-2020,20-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,0
Unknown City,FALSE,United States,20-08-2020,Incompatible research focus,FALSE,Agriculture,FALSE,10-03-2021,00Q5A00001OVS7oUAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,20-08-2020,20-08-2020,20-08-2020,20-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Disqualified,1,39
Unknown City,FALSE,United States,20-08-2020,N/A - Active Lead,TRUE,Banking,FALSE,20-08-2020,00Q5A00001OVSAEUA5,Website,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,20-08-2020,20-08-2020,13-07-2020,20-05-2021,Biotherapeutics,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,1
Grand Rapids,FALSE,United States,20-08-2020,N/A - Active Lead,FALSE,Chemicals,FALSE,20-08-2020,00Q5A00001OVSC5UAP,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,20-08-2020,,,All Hazards,Uncategorized,0125A000001NaBGQA0,FALSE,Michigan,Nurturing,5,0
Unknown City,FALSE,United States,20-08-2020,N/A - Active Lead,FALSE,Banking,FALSE,29-03-2021,00Q5A00001OVSCUUA5,Website,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,20-08-2020,20-08-2020,20-08-2020,20-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,0
Unknown City,FALSE,United States,20-08-2020,Other,FALSE,Other / Unknown,FALSE,20-08-2020,00Q5A00001OVSLbUAP,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,20-08-2020,20-08-2020,20-08-2020,20-08-2020,Other,Uncategorized,0125A000001NaBGQA0,FALSE,Massachusetts,Disqualified,1,8
Unknown City,FALSE,United States,20-08-2020,Other,FALSE,Construction,FALSE,14-09-2020,00Q5A00001OVSMZUA5,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,20-08-2020,20-08-2020,20-08-2020,20-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Disqualified,1,70
Unknown City,FALSE,United States,20-08-2020,Marketing automation,FALSE,Chemicals,FALSE,11-04-2021,00Q5A00001OVSMoUAP,Website,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,20-08-2020,20-08-2020,20-08-2020,20-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,0
Tarrytown,TRUE,United States,20-08-2020,N/A - Converted,FALSE,Banking,FALSE,01-10-2020,00Q5A00001OVSTSUA5,Prospecting Journey,SQL,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,,,Biotherapeutics,System,0125A000001ESVdQAO,FALSE,New York,Converted,0,19
Washington,FALSE,United States,20-08-2020,N/A - Active Lead,FALSE,Apparel,FALSE,20-08-2020,00Q5A00001OVSZVUA5,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,20-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Disctict Of Columbia,Nurturing,8,9
Washington,FALSE,United States,20-08-2020,N/A - Active Lead,FALSE,Biotechnology,FALSE,20-08-2020,00Q5A00001OVSZpUAP,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,20-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Disctict Of Columbia,Nurturing,12,3
Washington,FALSE,United States,20-08-2020,N/A - Active Lead,FALSE,Agriculture,FALSE,20-08-2020,00Q5A00001OVSb7UAH,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,20-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Disctict Of Columbia,Nurturing,8,0
Washington,FALSE,United States,20-08-2020,N/A - Active Lead,FALSE,Other / Unknown,FALSE,20-08-2020,00Q5A00001OVSbHUAX,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,20-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Disctict Of Columbia,Nurturing,12,2
Washington,FALSE,United States,20-08-2020,N/A - Active Lead,FALSE,Consulting,FALSE,20-08-2020,00Q5A00001OVSbWUAX,Inside Sales,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,20-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Disctict Of Columbia,Nurturing,8,0
Unknown City,FALSE,United States,20-08-2020,Other,FALSE,Banking,FALSE,21-08-2020,00Q5A00001OVSp4UAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,20-08-2020,20-08-2020,05-08-2020,20-08-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,New York,Disqualified,1,127
Unknown City,FALSE,Estonia,21-08-2020,Other,TRUE,Chemicals,FALSE,21-08-2020,00Q5A00001OVT3zUAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,21-08-2020,21-08-2020,20-08-2020,17-09-2020,Other,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,1,202
Uppsala,FALSE,Sweden,21-08-2020,Incompatible MS - Waters,FALSE,Banking,FALSE,11-04-2021,00Q5A00001OVTVSUA5,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,25-03-2021,25-03-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,1,139
Aj Emmen,FALSE,Netherlands,21-08-2020,Incompatible research focus,FALSE,Other / Unknown,FALSE,24-09-2019,00Q5A00001OVTVXUA5,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,20-06-2019,30-04-2019,29-04-2020,Other,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,1,133
Columbus,TRUE,United States,21-08-2020,N/A - Converted,TRUE,Banking,FALSE,21-08-2020,00Q5A00001OVTaXUAX,Prospecting Journey,MQL,0125A000001ESVd,FALSE,No Active Next Step,,,,,Proteomics,System,0125A000001ESVdQAO,FALSE,Ohio,Converted,1,0
Concord,TRUE,Canada,21-08-2020,N/A - Converted,FALSE,Construction,FALSE,25-08-2020,00Q5A00001OVTpQUAX,Website,MQL,0125A000001ESVe,FALSE,No Active Next Step,21-08-2020,21-08-2020,21-08-2020,21-08-2020,Biotherapeutics,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Converted,1,42
Amherst,FALSE,United States,21-08-2020,Other,FALSE,Biotechnology,FALSE,21-08-2020,00Q5A00001OVTx0UAH,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,21-08-2020,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Massachusetts,Disqualified,1,0
Tokyo,FALSE,Japan,21-08-2020,N/A - Active Lead,FALSE,Apparel,FALSE,11-04-2021,00Q5A00001OVU2jUAH,Website,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,21-08-2020,21-08-2020,20-08-2020,03-09-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,41
Glynco,FALSE,United States,25-08-2020,N/A - Active Lead,FALSE,Apparel,FALSE,25-08-2020,00Q5A00001OVXgCUAX,Advertisement,Not Converted,0125A000001NaBG,FALSE,No Active Next Step,,25-08-2020,,,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Goa,Nurturing,3,0
Unknown City,TRUE,United States,25-08-2020,N/A - Converted,FALSE,Apparel,FALSE,27-08-2020,00Q5A00001OVXrUUAX,Website,Converted,0125A000001ESVd,FALSE,No Active Next Step,25-08-2020,25-08-2020,17-06-2020,25-08-2020,CWAs,Uncategorized,0125A000001NaBGQA0,FALSE,Goa,Converted,1,77
Unknown City,FALSE,Canada,25-08-2020,N/A - Active Lead,FALSE,Consulting,FALSE,29-03-2021,00Q5A00001OVXrVUAX,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,25-08-2020,25-08-2020,25-08-2020,25-08-2020,Proteomics,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,South Korea,25-08-2020,N/A - Active Lead,FALSE,Other / Unknown,FALSE,26-08-2020,00Q5A00001OVXuYUAX,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,24-08-2020,24-08-2020,22-08-2020,15-09-2020,Not Specified,Uncategorized,0125A000001NaBGQA0,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,Costa Rica,25-08-2020,N/A - Active Lead,FALSE,Chemicals,FALSE,11-04-2021,00Q5A00001OVXx3UAH,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,25-08-2020,25-08-2020,13-08-2020,29-09-2020,Other,Uncategorized,0125A000001NaBGQA0,FALSE,Unknown,Nurturing,1,0
Lublin,FALSE,Poland,26-08-2020,N/A - Active Lead,FALSE,Agriculture,FALSE,11-04-2021,00Q5A00001OVYdNUAX,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,19-08-2020,24-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,3,40
Nanaimo,FALSE,Canada,26-08-2020,N/A - Active Lead,FALSE,Apparel,FALSE,14-04-2021,00Q5A00001OVYdcUAH,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,14-08-2020,19-08-2020,24-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,3,1
Rome,FALSE,Italy,26-08-2020,N/A - Active Lead,FALSE,Biotechnology,FALSE,11-04-2021,00Q5A00001OVYddUAH,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,19-08-2020,24-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,3,40
Knoxville,FALSE,United States,26-08-2020,N/A - Active Lead,FALSE,Other / Unknown,FALSE,29-03-2021,00Q5A00001OVYdwUAH,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,14-08-2020,19-08-2020,25-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Tennessee,Nurturing,3,1
Frankfurt Am Main,FALSE,Germany,26-08-2020,N/A - Active Lead,FALSE,Chemicals,FALSE,11-04-2021,00Q5A00001OVYeBUAX,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,19-08-2020,26-08-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,48
Unknown City,TRUE,United States,26-08-2020,N/A - Converted,FALSE,Banking,FALSE,27-08-2020,00Q5A00001OVYgHUAX,Website,Converted,0125A000001ESVe,FALSE,No Active Next Step,26-08-2020,26-08-2020,26-08-2020,26-08-2020,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Maryland,Converted,1,90
Copenhagen Ø,FALSE,Denmark,26-08-2020,N/A - Active Lead,TRUE,Other / Unknown,FALSE,11-04-2021,00Q5A00001OVYh5UAH,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,19-08-2020,01-09-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
Knoxville,FALSE,United States,26-08-2020,N/A - Active Lead,TRUE,Communications,FALSE,29-03-2021,00Q5A00001OVYhoUAH,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,14-08-2020,19-08-2020,26-08-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Tennessee,Nurturing,1,0
Gaithersburg,FALSE,United States,26-08-2020,N/A - Active Lead,TRUE,Consulting,FALSE,29-03-2021,00Q5A00001OVZ2LUAX,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,19-08-2020,14-06-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Nurturing,1,0
Rehovat,TRUE,Israel,27-08-2020,N/A - Converted,FALSE,Chemicals,FALSE,27-08-2020,00Q5A00001OVZN0UAP,Referral,SQL,0125A000001ESVd,FALSE,No Active Next Step,,27-08-2020,,,Biotherapeutics,System,0125A000001ESVdQAO,FALSE,Unknown,Converted,0,0
Brisbane,TRUE,Australia,27-08-2020,N/A - Converted,FALSE,Banking,FALSE,29-12-2020,00Q5A00001OVZhyUAH,Prospecting Journey,SQL,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,22-12-2020,22-12-2020,Other,System,0125A000001ESVdQAO,FALSE,Unknown,Converted,3,154
Unknown City,FALSE,United States,27-08-2020,N/A - Active Lead,FALSE,Agriculture,FALSE,11-04-2021,00Q5A00001OVZqSUAX,Advertisement,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,27-08-2020,27-08-2020,27-08-2020,27-08-2020,Not Specified,Uncategorized,0125A000001NaBGQA0,FALSE,Kansas,Nurturing,1,0
Unknown City,FALSE,United States,27-08-2020,N/A - Active Lead,FALSE,Banking,FALSE,11-04-2021,00Q5A00001OVZuFUAX,Advertisement,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,27-08-2020,27-08-2020,27-08-2020,27-08-2020,Not Specified,Uncategorized,0125A000001NaBGQA0,FALSE,Pennsylvania,Nurturing,1,0
San Diego,TRUE,United States,27-08-2020,N/A - Converted,FALSE,Banking,FALSE,17-09-2020,00Q5A00001OVa1BUAT,Field Sales,Nurturing,0125A000001ESVd,FALSE,No Active Next Step,,27-08-2020,,,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Converted,0,0
San Diego,TRUE,United States,27-08-2020,N/A - Converted,FALSE,Biotechnology,FALSE,27-08-2020,00Q5A00001OVa37UAD,Field Sales,Nurturing,0125A000001ESVd,FALSE,No Active Next Step,,20-03-2020,,,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Converted,0,0
Fremont,TRUE,United States,27-08-2020,N/A - Converted,FALSE,Other / Unknown,FALSE,27-08-2020,00Q5A00001OVa7dUAD,Field Sales,Nurturing,0125A000001ESVd,FALSE,No Active Next Step,,,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Converted,0,0
Stockholm,FALSE,Sweden,28-08-2020,N/A - Active Lead,FALSE,Chemicals,FALSE,28-08-2020,00Q5A00001OVaeiUAD,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,19-08-2020,28-08-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,Unknown Country,28-08-2020,N/A - Active Lead,FALSE,Communications,FALSE,28-08-2020,00Q5A00001OVaoYUAT,Referral,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,,,,Biotherapeutics,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,0,0
Unknown City,TRUE,United States,28-08-2020,N/A - Converted,FALSE,Biotechnology,FALSE,23-09-2020,00Q5A00001OVb2AUAT,Website,MQL,0125A000001ESVe,FALSE,No Active Next Step,28-08-2020,28-08-2020,13-02-2020,17-09-2020,Other,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Converted,1,104
Rockville,FALSE,United States,28-08-2020,N/A - Active Lead,FALSE,Communications,FALSE,28-08-2020,00Q5A00001OVbLLUA1,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,20-08-2020,28-08-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Nurturing,1,0
Redwood City,TRUE,United States,28-08-2020,N/A - Converted,FALSE,Apparel,FALSE,30-10-2020,00Q5A00001OVbP8UAL,Website,MQL,0125A000001ESVe,FALSE,No Active Next Step,28-08-2020,28-08-2020,06-07-2020,15-09-2020,Biotherapeutics,Uncategorized,0125A000001ESVdQAO,FALSE,California,Converted,2,55
Unknown City,FALSE,Poland,31-08-2020,N/A - Active Lead,FALSE,Chemicals,FALSE,02-09-2020,00Q5A00001OVcG3UAL,Website,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,31-08-2020,31-08-2020,31-08-2020,31-08-2020,Drugs,Uncategorized,0125A000001NaBGQA0,FALSE,Unknown,Nurturing,1,0
